"Overall Accuracy","Figure of Merit","Sensitivity","Specificity","True Skill Statistic","Cohen's Kappa"
0.842203486710489,0.101409413449645,0.166858581260209,0.922890864706278,0.0897494459664869,0.0978363502458809
